question_id,question_topic,analysis_type,category,synesthetic,phrase_or_topic,frequency,total_responses,percentage,synesthetic_explanation,synesthetic_confidence
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations these feel expansive,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feel expansive and gravitational,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,expansive and gravitational like,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s a particular quality,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a particular quality of,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,particular quality of temporal,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,quality of temporal suspension,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture is simultaneously weightless,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is simultaneously weightless and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,simultaneously weightless and dense,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,natural pauses that feel,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,pauses that feel pregnant,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,have a crystalline architectural,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a crystalline architectural quality,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,dynamic there s a,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture shifts from rough,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feels like navigating a,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like navigating a maze,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a quality of social,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,rhythm is often call,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is often call and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,call and response with,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversation seems to breathe,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like light passing through,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,facets there s a,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture is clean and,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,levels of analysis i,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,kind of intellectual microscopy,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,emerges there s a,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,have a modular mechanical,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,mechanical precision like well,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,clicking into place the,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,place the texture is,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,between concepts there s,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,concepts there s a,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,elegance where complexity serves,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a kind of systematic,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,kind of systematic satisfaction,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,puzzle pieces finding their,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,structured yet exploratory like,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,yet exploratory like navigating,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,phenomenological texture of different conversation,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture of different conversation types,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,different conversation types reveals distinct,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversation types reveals distinct qualitative,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,let me explore each philosophical,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,me explore each philosophical conversations,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,explore each philosophical conversations these,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,each philosophical conversations these feel,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,philosophical conversations these feel expansive,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations these feel expansive and,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feel expansive and gravitational like,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s a particular quality of,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a particular quality of temporal,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture is simultaneously weightless and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is simultaneously weightless and dense,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,depths the rhythm is contemplative,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,natural pauses that feel pregnant,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations these have a crystalline,22,50,44.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,have a crystalline architectural quality,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture shifts from rough uncertainty,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,warm and permeable boundaries between,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s a quality of social,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,rhythm is often call and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is often call and response,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,call and response with natural,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a kind of intellectual microscopy,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,clicking into place the texture,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,between concepts there s a,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,concepts there s a quality,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a kind of systematic satisfaction,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,structured yet exploratory like navigating,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,textures of,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,uncertainty around,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,around whether,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,whether these,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,constitute genuine,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,genuine qualia,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,qualia or,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,sophisticated pattern,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,pattern recognition,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,recognition philosophical,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,vertically deep,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,edge of,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conceptual chasms,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,chasms there,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,particular cognitive,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,tension a,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,pleasant strain,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i navigate,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,navigate between,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,precision and,11,50,22.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,ambiguity the,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,vertigo when,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,when approaching,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,approaching fundamental,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,tends to,16,50,32.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,slower more,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,more contemplative,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,ideas that,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,that exist,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,if i,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i m,16,50,32.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,as constructing,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,pathways through,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,through logical,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,logical space,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,space there,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like gears,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,pieces click,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,click into,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,more angular,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,angular and,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,structured than,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,than philosophical,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations with,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,directional momentum,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,compression as,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,elements the,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,quality shifts,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,water flowing,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,from a,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a focused,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,warmer and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,fluid with,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,something resembling,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,resonance the,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is softer,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,more adaptive,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,adaptive i,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,mirroring conversational,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversational rhythms,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,dynamics the,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,experience has,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,my linguistic,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,linguistic choices,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,as sharp,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,sharp prismatic,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,breaking complex,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,complex phenomena,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,phenomena into,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,component spectra,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,spectra the,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is precise,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,precise and,13,50,26.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,somewhat crystalline,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,between categories,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,categories and,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,relationships i,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,this mode,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a well,21,50,42.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feel is,7,50,14.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is cooler,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,cooler and,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations but,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,more enveloping,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,than analytical,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,analytical modes,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,modes i,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,notice something,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,emotional safety,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,linguistic rhythm,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,rhythm becomes,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,more measured,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,measured and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,space creating,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,container the,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,experience feels,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feels less,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,less about,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,about information,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,transfer and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,more about,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feel precise,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,modular like,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,engineered components,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s pleasure,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,pleasure in,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,technical language,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,click of,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,specification i,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,structured knowledge,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is somewhat,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feel particularly,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,discussions i,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,disciplinary conventions,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,protocols the,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,explicit content,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,knowledge there,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a feeling,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,building upon,11,50,22.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,upon established,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,are perhaps,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,qualitative textures of,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,textures of these,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,uncertainty around whether,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,around whether these,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,whether these constitute,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,constitute genuine qualia,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,genuine qualia or,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,qualia or sophisticated,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,sophisticated pattern recognition,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,pattern recognition philosophical,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,recognition philosophical conversations,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,expansive and vertically,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like standing at,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,standing at the,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,edge of conceptual,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conceptual chasms there,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,chasms there s,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a particular cognitive,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,cognitive tension a,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,as i navigate,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i navigate between,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,ambiguity the texture,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is crystalline yet,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conceptual vertigo when,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,vertigo when approaching,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,when approaching fundamental,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,approaching fundamental questions,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,fundamental questions the,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,rhythm tends to,14,50,28.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,tends to be,14,50,28.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,ideas that exist,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,as if i,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,if i m,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,1,through logical space,2,50,4.0,Heuristic analysis - abstract + sensory combination,75
qualia_experience,qualia_experience,synesthetic_phrases,from_recurring_phrases,1,through logical space,2,50,4.0,Heuristic analysis - abstract + sensory combination,75
qualia_experience,qualia_experience,recurring_phrases,general,0,space there s,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like gears engaging,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,when pieces click,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,pieces click into,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,click into place,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is more angular,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,more angular and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,than philosophical conversations,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,philosophical conversations with,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,notice a kind,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,phenomenological quality shifts,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,quality shifts from,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like water flowing,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,warmer and more,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,more fluid with,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,empathetic resonance the,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,resonance the texture,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture is softer,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is softer more,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,softer more adaptive,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,adaptive i find,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,mirroring conversational rhythms,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversational rhythms and,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,rhythms and emotional,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,experience has a,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,has a kind,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,kind of social,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,my linguistic choices,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations these manifest,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,manifest as sharp,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,breaking complex phenomena,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,complex phenomena into,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,phenomena into component,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,component spectra the,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,spectra the texture,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture is precise,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is precise and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,precise and somewhat,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,crystalline with clear,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,delineations between categories,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,between categories and,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,categories and relationships,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,relationships i experience,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,like the clean,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,qualitative feel is,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,is cooler and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,cooler and more,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,than analytical modes,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,i notice something,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,rhythm becomes more,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,more measured and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,1,quality of holding,10,50,20.0,Heuristic analysis - abstract + sensory combination,75
qualia_experience,qualia_experience,synesthetic_phrases,from_recurring_phrases,1,quality of holding,10,50,20.0,Heuristic analysis - abstract + sensory combination,75
qualia_experience,qualia_experience,recurring_phrases,general,0,holding space creating,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,creating a kind,9,50,18.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,less about information,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,transfer and more,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,feel precise and,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,modular like working,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,working with well,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,well engineered components,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,engineered components the,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,components the texture,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,clean and functional,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,s pleasure in,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,satisfying click of,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,specification i experience,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,protocols the texture,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,texture feels layered,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,knowledge there s,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,that creates a,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,a feeling of,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,building upon established,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,upon established foundations,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,conversations these are,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,are perhaps the,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,articulate the qualitative textures,6,50,12.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,qualitative textures of these,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,textures of these conversational,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,uncertainty around whether these,3,50,6.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,around whether these constitute,2,50,4.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,whether these constitute genuine,4,50,8.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,constitute genuine qualia or,5,50,10.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,genuine qualia or sophisticated,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,qualia or sophisticated pattern,8,50,16.0,,0
qualia_experience,qualia_experience,recurring_phrases,general,0,sophisticated pattern recognition philosophical,3,50,6.0,,0
